route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000011,OCESN105362F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1045:20260731,105362,1,11,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000012,OCESN105375F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1021:20260306,105375,1,12,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000010,OCESN105375F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1023:20260513,105375,1,13,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000013,OCESN105375F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1023:20260731,105375,1,14,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000014,OCESN105377F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1335:20260513,105377,1,15,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000015,OCESN105377F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1328:20260518,105377,1,16,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000016,OCESN105377F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1327:20260731,105377,1,17,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000017,OCESN105378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1609:20260402,105378,1,18,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000018,OCESN105378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1611:20260508,105378,1,19,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000019,OCESN105378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1609:20260731,105378,1,20,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000020,OCESN105431F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:734:20260726,105431,1,21,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:907:20260304,105432,1,22,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000021,OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:919:20260328,105432,1,23,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000022,OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:919:20260329,105432,1,24,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000009,OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:909:20260520,105432,1,25,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000010,OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:909:20260513,105432,1,26,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000023,OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:916:20260725,105432,1,27,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000024,OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:911:20260726,105432,1,28,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000025,OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:913:20260731,105432,1,29,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN105437F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1116:20260304,105437,1,30,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000010,OCESN105437F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1146:20260513,105437,1,31,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000026,OCESN105437F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1115:20260731,105437,1,32,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000027,OCESN105442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1947:20260713,105442,1,33,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000028,OCESN105442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1950:20260726,105442,1,34,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000029,OCESN105451F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2046:20260726,105451,1,35,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000010,OCESN105455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2322:20260513,105455,1,36,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000030,OCESN105455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2330:20260731,105455,1,37,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000000,OCESN105485F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1526:20260731,105485,1,38,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000031,OCESN105750F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2112:20260731,105750,1,39,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000032,OCESN106306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1423:20260726,106306,0,40,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000033,OCESN106306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1423:20260731,106306,0,41,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000034,OCESN106330F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:720:20260731,106330,0,42,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000035,OCESN106331F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:835:20260731,106331,0,43,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000021,OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1217:20260328,106340,0,44,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000036,OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1215:20260731,106340,0,45,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000037,OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1214:20260726,106340,0,46,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000038,OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1217:20260627,106340,0,47,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000039,OCESN106342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1659:20260730,106342,0,48,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000040,OCESN106342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1714:20260725,106342,0,49,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000041,OCESN106347F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2200:20260628,106347,0,50,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000042,OCESN106347F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2202:20260731,106347,0,51,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000007,OCESN106350F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:547:20260727,106350,0,52,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000003,OCESN106355F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1816:20260730,106355,0,53,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000043,OCESN106355F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1827:20260731,106355,0,54,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000004,OCESN106367F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1816:20260713,106367,0,55,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000040,OCESN106367F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1824:20260725,106367,0,56,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000000,OCESN106377F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1315:20260731,106377,0,57,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000000,OCESN106378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1546:20260731,106378,0,58,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000029,OCESN106442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1929:20260726,106442,0,59,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000012,OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1057:20260306,106445,0,60,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000009,OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1102:20260520,106445,0,61,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000010,OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1129:20260513,106445,0,62,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000044,OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1055:20260731,106445,0,63,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000045,OCESN106450F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2034:20260731,106450,0,64,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000046,OCESN106461F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2244:20260731,106461,0,65,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000000,OCESN106485F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1512:20260731,106485,0,66,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000047,OCESN106600F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:615:20260731,106600,0,67,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000048,OCESN107241F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2019:20260731,107241,1,68,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000049,OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1911:20260515,107260,1,69,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000018,OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1909:20260508,107260,1,70,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000050,OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1912:20260725,107260,1,71,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000051,OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1910:20260509,107260,1,72,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000049,OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:820:20260515,107261,1,73,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000052,OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:812:20260509,107261,1,74,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000004,OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:809:20260713,107261,1,75,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000053,OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:813:20260726,107261,1,76,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000000,OCESN107284F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1502:20260731,107284,1,77,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000054,OCESN107300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:648:20260518,107300,1,78,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000055,OCESN107300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:635:20260731,107300,1,79,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000000,OCESN107306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1434:20260731,107306,1,80,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000056,OCESN107359F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2145:20260731,107359,1,81,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000057,OCESN107455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1816:20260705,107455,1,82,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000058,OCESN107455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1815:20260510,107455,1,83,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000059,OCESN107455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1813:20260731,107455,1,84,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000021,OCESN107486F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1151:20260328,107486,1,85,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000060,OCESN107486F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1145:20260725,107486,1,86,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000021,OCESN107494F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1253:20260328,107494,1,87,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000057,OCESN107494F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1300:20260705,107494,1,88,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000061,OCESN107494F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1255:20260731,107494,1,89,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000012,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1002:20260306,108203,0,90,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000017,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:957:20260402,108203,0,91,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000062,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1006:20260520,108203,0,92,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000063,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1000:20260725,108203,0,93,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000064,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:959:20260731,108203,0,94,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000065,OCESN108241F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2002:20260726,108241,0,95,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000066,OCESN108260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:749:20260726,108260,0,96,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000000,OCESN108284F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1446:20260731,108284,0,97,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000067,OCESN108300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:622:20260726,108300,0,98,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000056,OCESN108359F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2125:20260731,108359,0,99,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000009,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1039:20260520,108440,0,100,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000012,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1032:20260306,108440,0,101,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000010,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1107:20260513,108440,0,102,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000068,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1033:20260731,108440,0,103,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000069,OCESN108444F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1741:20260726,108444,0,104,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000070,OCESN117756F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1112:20260714,117756,1,105,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000071,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1311:20260523,117758,1,106,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000072,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1311:20260711,117758,1,107,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000073,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1311:20260714,117758,1,108,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000074,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:2:1314:20260322,117758,1,109,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000075,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1311:20260327,117758,1,110,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000058,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:2:1522:20260510,117760,1,111,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000076,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20260614,117760,1,112,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000077,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20260329,117760,1,113,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000078,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:2:1522:20260322,117760,1,114,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000079,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20260718,117760,1,115,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000080,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260614,117762,1,116,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000081,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260714,117762,1,117,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000082,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260621,117762,1,118,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000083,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260327,117762,1,119,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000084,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260308,117762,1,120,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000085,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260718,117762,1,121,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000083,OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20260327,117764,1,122,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000086,OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20260614,117764,1,123,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000087,OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20260714,117764,1,124,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000088,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20260501,117769,0,125,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000018,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20260508,117769,0,126,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000089,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1245:20260714,117769,0,127,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000090,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20260711,117769,0,128,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000091,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1445:20260404,117771,0,129,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000092,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1444:20260221,117771,0,130,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000093,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1444:20260514,117771,0,131,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000094,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1449:20260714,117771,0,132,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000095,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1444:20260711,117771,0,133,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000096,OCESN117773F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1644:20260714,117773,0,134,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000097,OCESN117775F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1844:20260301,117775,0,135,
